Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Staphylococcus aureus subsp. aureus str. Newman - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus str. Newman - ortholuge status	Staphylococcus aureus subsp. aureus str. Newman - ortholog NCBI RefSeq accession	Bacillus subtilis subsp. subtilis str. 168 - ortholog count (reference : comparison)	Bacillus subtilis subsp. subtilis str. 168 - ortholuge status	Bacillus subtilis subsp. subtilis str. 168 - ortholog NCBI RefSeq accession	Streptococcus pneumoniae D39 - ortholog count (reference : comparison)	Streptococcus pneumoniae D39 - ortholuge status	Streptococcus pneumoniae D39 - ortholog NCBI RefSeq accession
397674807	RVBD_2889c	WP_003899527.1	elongation factor Ts	1 to 1	RBB	WP_000201385.1	1 to 1	RBB	NP_389532.1	1 to 1	RBB	YP_817424.1
397674808	RVBD_2890c	WP_003899528.1	30S ribosomal protein S2	1 to 1	RBB	WP_000268484.1	1 to 1	RBB	NP_389531.1	1 to 1	RBB	YP_817425.1
397674809	RVBD_2891	WP_003414678.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674810	RVBD_2892c	YP_006516345	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674811	RVBD_2893	WP_003414686.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397674812	RVBD_2894c	WP_003414689.1	tyrosine recombinase XerC	0	N/A		0	N/A		2 to 1	RBB	YP_816497.1
397674813	RVBD_2895c	WP_003900590.1	mycobactin utilization protein viuB	0	N/A		0	N/A		0	N/A	
397674814	RVBD_2896c	WP_003414694.1	DNA protecting protein DprA	1 to 1	RBB	WP_000593192.1	1 to 1	RBB	NP_389493.1	1 to 1	RBB	YP_816591.1
397674815	RVBD_2897c	WP_003414700.1	Mg chelatase-like protein	0	N/A		1 to 1	RBB	NP_390699.1	0	N/A	
397674816	RVBD_2898c	WP_003414702.1	endonuclease	0	N/A		0	N/A		0	N/A	
397674817	RVBD_2899c	WP_003414705.1	formate dehydrogenase family accessory protein FdhD	1 to 1	RBB	WP_001030825.1	1 to 1	RBB	NP_391552.1	0	N/A	
397674818	RVBD_2900c	WP_003899532.1	oxidoreductase alpha (molybdopterin) subunit	1 to 1	RBB	WP_001155264.1	1 to 2	RBB	NP_388213.2;NP_389098.1	0	N/A	
397674819	RVBD_2901c	WP_003414710.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674820	RVBD_2902c	WP_003414713.1	ribonuclease HII	1 to 1	RBB	WP_000176394.1	1 to 1	RBB	NP_389488.1	1 to 1	RBB	YP_816494.1
397674821	RVBD_2903c	WP_003414715.1	signal peptidase I	1 to 1	RBB	WP_000711486.1	1 to 4	RBB	NP_388283.1;NP_388930.1;NP_389324.1;NP_390212.1	0	N/A	
397674822	RVBD_2904c	WP_003414717.1	50S ribosomal protein L19	1 to 1	RBB	WP_000181404.1	1 to 1	RBB	NP_389486.1	1 to 1	RBB	YP_816616.1
397674823	RVBD_2905	WP_003414720.1	alanine rich lipoprotein lppW	0	N/A		0	N/A		0	N/A	
397674824	RVBD_2906c	WP_003414722.1	tRNA (guanine-N(1)-)-methyltransferase	1 to 1	RBB	WP_000687328.1	1 to 1	RBB	NP_389485.1	1 to 1	RBB	YP_816173.1
397674825	RVBD_2907c	WP_003414726.1	ribosome maturation factor rimM	1 to 1	RBB	WP_001261987.1	1 to 1	RBB	NP_389484.1	1 to 1	RBB	YP_816172.1
397674826	RVBD_2908c	WP_003414728.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_389482.1	1 to 1	RBB	YP_816169.1
397674827	RVBD_2909c	WP_003414731.1	30S ribosomal protein S16	1 to 1	RBB	WP_000268754.1	1 to 1	RBB	NP_389481.1	1 to 1	RBB	YP_816168.1
397674828	RVBD_2910c	WP_003912031.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674829	RVBD_2911	WP_003414736.1	D-alanyl-D-alanine carboxypeptidase	0	N/A		2 to 1	RBB	NP_390200.1	2 to 1	RBB	YP_816254.1
397674830	RVBD_2912c	WP_003414739.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674831	RVBD_2913c	WP_003899536.1	deacetylase	0	N/A		1 to 1	RBB	NP_389335.2	0	N/A	
397674832	RVBD_2914c	WP_003900593.1	serine/threonine protein kinase	0	N/A		0	N/A		0	N/A	
397674833	RVBD_2915c	WP_023637476.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674834	RVBD_2916c	WP_003414748.1	signal recognition particle protein	1 to 1	RBB	WP_000863479.1	1 to 1	SSD	NP_389480.1	1 to 1	RBB	YP_816611.1
397674835	RVBD_2917	WP_031682443.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674836	RVBD_2918c	WP_003899539.1	[protein-PII] uridylyltransferase	0	N/A		0	N/A		0	N/A	
397674837	RVBD_2919c	WP_003414756.1	nitrogen regulatory protein P-II	0	N/A		1 to 1	SSD	NP_391533.1	0	N/A	
397674838	RVBD_2920c	WP_003913414.1	ammonium transporter	1 to 1	RBB	WP_001052270.1	1 to 1	SSD	NP_391532.1	0	N/A	
397674839	RVBD_2921c	WP_003899541.1	signal recognition particle-docking protein FtsY	1 to 1	RBB	WP_000007683.1	1 to 1	SSD	NP_389477.1	1 to 1	RBB	YP_816572.1
397674841	RVBD_2922A	WP_003414811.1	acylphosphatase	1 to 1	RBB	WP_001215907.1	1 to 1	SSD	NP_388645.1	1 to 1	RBB	YP_817194.1
397674840	RVBD_2922c	WP_003899542.1	chromosome partition protein smc	1 to 1	RBB	WP_000262704.1	1 to 1	SSD	NP_389476.2	1 to 1	RBB	YP_816575.1
397674842	RVBD_2923c	WP_003414812.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674843	RVBD_2924c	WP_003414814.1	formamidopyrimidine-DNA glycosylase	1 to 1	RBB	WP_001114452.1	1 to 1	RBB	NP_390786.2	1 to 1	RBB	YP_816340.1
397674844	RVBD_2925c	WP_003414820.1	ribonuclease 3	1 to 1	RBB	WP_000043237.1	1 to 1	RBB	NP_389475.1	1 to 1	RBB	YP_816576.1
397674845	RVBD_2926c	WP_003908941.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674846	RVBD_2927c	WP_003414826.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674847	RVBD_2928	WP_003414828.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674848	RVBD_2929	WP_003900596.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674849	RVBD_2930	WP_003900597.1	long chain fatty acid CoA FadD26	0	N/A		0	N/A		0	N/A	
397674850	RVBD_2931	WP_010886158.1	phenolpthiocerol synthesis polyketide synthase PpsA	0	N/A		4 to 2	RBB	NP_389600.3;NP_389602.3	0	N/A	
397674851	RVBD_2932	WP_003900599.1	phenolpthiocerol synthesis polyketide synthase PpsB	0	N/A		0	N/A		0	N/A	
397674852	RVBD_2933	WP_003414837.1	phenolpthiocerol synthesis type-I polyketide synthase C	0	N/A		0	N/A		0	N/A	
397674853	RVBD_2934	WP_003899549.1	phenolpthiocerol synthesis type-I polyketide synthase D	0	N/A		0	N/A		0	N/A	
397674854	RVBD_2935	WP_003900602.1	non-ribosomal peptide synthetase domain-containing protein	6 to 1	RBB	WP_000047348.1	0	N/A		7 to 1	RBB	YP_815893.1
397674855	RVBD_2936	WP_003901496.1	doxorubicin resistance ATP-binding protein DrrA	0	N/A		1 to 1	SSD	NP_388712.2	0	N/A	
397674856	RVBD_2937	WP_003414848.1	doxorubicin resistance ABC transporter permease drrB	0	N/A		0	N/A		0	N/A	
397674857	RVBD_2938	WP_003414851.1	DrrB family ABC transporter efflux protein	0	N/A		0	N/A		0	N/A	
397674858	RVBD_2939	WP_003414853.1	phthiocerol/phthiodiolone dimycocerosyl transferase	0	N/A		0	N/A		0	N/A	
397674859	RVBD_2940c	WP_003899551.1	mycocerosic acid synthase	0	N/A		0	N/A		0	N/A	
397674860	RVBD_2941	WP_003414857.1	fatty acid CoA ligase FadD28	0	N/A		0	N/A		0	N/A	
397674861	RVBD_2942	WP_003414861.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674862	RVBD_2943	WP_003414864.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674863	RVBD_2945c	WP_003414872.1	lipoprotein lPpx	0	N/A		0	N/A		0	N/A	
397674864	RVBD_2946c	WP_003900604.1	polyketide synthase 1/15	6 to 1	RBB	WP_000047348.1	0	N/A		7 to 1	RBB	YP_815893.1
397674865	RVBD_2947c	WP_009936729.1	polyketide synthase 1/15	0	N/A		4 to 2	RBB	NP_389600.3;NP_389602.3	0	N/A	
397674866	RVBD_2948c	WP_003414884.1	fatty acid CoA ligase FadD22	0	N/A		0	N/A		0	N/A	
397674867	RVBD_2949c	WP_003414887.1	chorismate-pyruvate lyase	0	N/A		0	N/A		0	N/A	
397674868	RVBD_2950c	WP_003899553.1	long chain fatty acid CoA FadD26	0	N/A		0	N/A		0	N/A	
397674869	RVBD_2951c	WP_003414891.1	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	0	N/A		0	N/A		0	N/A	
397674870	RVBD_2952	WP_003414900.1	phthiotriol/phenolphthiotriol dimycocerosates methyltransferase	0	N/A		0	N/A		0	N/A	
397674871	RVBD_2953	WP_003414903.1	trans-acting enoyl reductase	0	N/A		0	N/A		0	N/A	
397674872	RVBD_2954c	WP_003414905.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674873	RVBD_2955c	WP_003414906.1	FkbM family methyltransferase	0	N/A		0	N/A		0	N/A	
397674874	RVBD_2956	WP_003899556.1	FkbM family methyltransferase	0	N/A		0	N/A		0	N/A	
397674875	RVBD_2957	WP_003918527.1	PGL/p-HBAD biosynthesis glycosyltransferase	1 to 1	RBB	WP_000975359.1	1 to 3	RBB	NP_391308.1;NP_391435.1;NP_391448.1	1 to 1	RBB	YP_816666.1
397674876	RVBD_2958c	WP_003899557.1	inactive PGL/p-HBAD biosynthesis glycosyltransferase	0	N/A		1 to 3	RBB	NP_388453.2;NP_389104.1;NP_389824.2	0	N/A	
397674877	RVBD_2959c	WP_031647607.1	rhamnosyl O-methyltransferase	0	N/A		0	N/A		0	N/A	
397674878	RVBD_2960c	WP_003899558.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674879	RVBD_2961	WP_003414921.1	transposase	0	N/A		0	N/A		0	N/A	
397674880	RVBD_2962c	WP_003912045.1	PGL/p-HBAD biosynthesis rhamnosyltransferase	0	N/A		0	N/A		0	N/A	
397674881	RVBD_2963	WP_003912046.1	ABC transporter permease	0	N/A		0	N/A		0	N/A	
397674882	RVBD_2964	WP_003913418.1	formyltetrahydrofolate deformylase	0	N/A		1 to 1	SSD	NP_389194.2	0	N/A	
397674883	RVBD_2964B	WP_003414994.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674884	RVBD_2965c	WP_003414998.1	phosphopantetheine adenylyltransferase	1 to 1	RBB	WP_000401377.1	1 to 1	RBB	NP_389385.1	1 to 1	RBB	YP_817188.1
397674885	RVBD_2966c	WP_003415001.1	RsmD family RNA methyltransferase	1 to 1	RBB	WP_001263796.1	1 to 1	RBB	NP_389384.2	1 to 1	RBB	YP_817189.1
397674886	RVBD_2967c	WP_003415003.1	pyruvate carboxylase	1 to 1	RBB	WP_000809524.1	1 to 1	RBB	NP_389369.1	0	N/A	
397674887	RVBD_2968c	WP_003415007.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674888	RVBD_2969c	WP_003415010.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674890	RVBD_2970A	WP_003415019.1	2,5-diketo-D-gluconate reductase A	0	N/A		0	N/A		0	N/A	
397674889	RVBD_2970c	WP_003415015.1	esterase/lipase	4 to 1	RBB	WP_001030771.1	0	N/A		0	N/A	
397674891	RVBD_2971	WP_003899563.1	oxidoreductase	1 to 2	RBB	WP_000931237.1;WP_000453320.1	1 to 2	RBB	NP_390783.1;NP_391220.1	1 to 1	RBB	YP_816774.1
397674892	RVBD_2972c	WP_003415024.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674893	RVBD_2973c	WP_003415026.1	ATP-dependent DNA helicase recG	1 to 1	RBB	WP_001151499.1	1 to 1	RBB	NP_389469.1	1 to 1	RBB	YP_816963.1
397674894	RVBD_2974c	WP_003415028.1	DAK2 domain fusion protein YloV	1 to 1	RBB	WP_000623903.1	1 to 1	RBB	NP_389466.1	0	N/A	
397674896	RVBD_2975A	WP_003415030.1	50S ribosomal protein L28 1	0	N/A		0	N/A		0	N/A	
397674895	RVBD_2975c	WP_003906954.1	dak phosphatase	0	N/A		0	N/A		0	N/A	
397674897	RVBD_2976c	WP_003899565.1	uracil-DNA glycosylase	1 to 1	RBB	WP_000455256.1	1 to 1	RBB	NP_391676.1	1 to 1	RBB	YP_816506.1
397674898	RVBD_2977c	WP_003415034.1	thiamine-monophosphate kinase	0	N/A		1 to 1	SSD	NP_388471.1	0	N/A	
397674899	RVBD_2978c	WP_003415037.1	transposase	0	N/A		0	N/A		0	N/A	
397674900	RVBD_2979c	WP_003899566.1	resolvase	0	N/A		0	N/A		0	N/A	
397674901	RVBD_2980	WP_003899567.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674902	RVBD_2981c	WP_003912011.1	D-alanine--D-alanine ligase	1 to 1	RBB	WP_000159631.1	1 to 1	RBB	NP_388337.1	1 to 1	RBB	YP_816940.1
397674903	RVBD_2982c	WP_003917087.1	glycerol-3-phosphate dehydrogenase [NAD(P)+]	1 to 1	RBB	WP_000161738.1	1 to 1	RBB	NP_390164.1	1 to 1	RBB	YP_817306.1
397674904	RVBD_2983	WP_003415094.1	2-phospho-L-lactate guanylyltransferase	0	N/A		0	N/A		0	N/A	
397674905	RVBD_2984	WP_003415097.1	polyphosphate kinase	0	N/A		0	N/A		0	N/A	
397674906	RVBD_2985	WP_003899569.1	hydrolase mutT1	0	N/A		2 to 1	RBB	NP_388314.1	0	N/A	
397674907	RVBD_2986c	WP_003415107.1	DNA-binding protein HU-beta	1 to 1	RBB	WP_001043863.1	1 to 2	RBB	NP_389988.1;NP_390160.1	1 to 1	RBB	YP_816472.1
397674908	RVBD_2987c	WP_003415110.1	3-isopropylmalate dehydratase small subunit	1 to 1	RBB	WP_000718955.1	1 to 1	SSD	NP_390703.1	1 to 1	RBB	YP_816583.1
397674909	RVBD_2988c	WP_003899570.1	3-isopropylmalate dehydratase large subunit	1 to 1	RBB	WP_000531823.1	1 to 1	SSD	NP_390704.1	0	N/A	
397674910	RVBD_2989	WP_003415115.1	transcriptional regulator	0	N/A		0	N/A		0	N/A	
397674911	RVBD_2990c	WP_003415118.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674912	RVBD_2991	WP_003899572.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674913	RVBD_2992c	WP_031647610.1	glutamyl-tRNA synthetase	1 to 1	RBB	WP_001283793.1	1 to 1	RBB	NP_387973.1	1 to 1	RBB	YP_817285.1
561108361	RVBD_2993c	WP_003415138.1	hypothetical protein	1 to 1	RBB	WP_000670752.1	1 to 1	SSD	NP_388956.1	0	N/A	
397674915	RVBD_2994	WP_032073275.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674916	RVBD_2995c	WP_003899576.1	3-isopropylmalate dehydrogenase	1 to 1	RBB	WP_000221958.1	1 to 1	SSD	NP_388282.3	1 to 1	RBB	YP_816585.1
397674917	RVBD_2996c	WP_003899578.1	D-3-phosphoglycerate dehydrogenase	1 to 1	RBB	WP_000808845.1	1 to 1	SSD	NP_390188.2	0	N/A	
397674918	RVBD_2997	WP_003415150.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397674919	RVBD_2998	WP_009935747.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674920	RVBD_2998A	WP_003415155.1	two-component system, OmpR family, sensor kinase	0	N/A		0	N/A		0	N/A	
397674921	RVBD_2999	WP_003917088.1	lipoprotein LppY	0	N/A		0	N/A		0	N/A	
397674922	RVBD_3000	WP_003415160.1	ABC transporter permease	1 to 1	RBB	WP_000072147.1	1 to 1	RBB	NP_389106.1	0	N/A	
397674923	RVBD_3000Ac	YP_006516458	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674924	RVBD_3001c	WP_003415166.1	ketol-acid reductoisomerase	1 to 1	RBB	WP_000214557.1	1 to 1	SSD	NP_390707.1	1 to 1	RBB	YP_815916.1
397674925	RVBD_3002c	WP_003415167.1	acetolactate synthase small subunit	0	N/A		1 to 1	SSD	NP_390708.2	1 to 1	RBB	YP_815915.1
397674926	RVBD_3003c	WP_003415168.1	acetolactate synthase	1 to 1	RBB	WP_000047820.1	1 to 1	SSD	NP_390709.1	1 to 1	RBB	YP_815914.1
397674927	RVBD_3004	WP_031647387.1	protein antigen 6	0	N/A		0	N/A		0	N/A	
397674928	RVBD_3005c	WP_003415171.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_388431.1	0	N/A	
397674929	RVBD_3006	WP_003899583.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674930	RVBD_3007c	WP_003415174.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397674931	RVBD_3008	WP_003899584.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674932	RVBD_3009c	WP_003415248.1	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	1 to 1	RBB	WP_000545370.1	1 to 1	SSD	NP_388551.2	1 to 1	RBB	YP_815906.1
397674933	RVBD_3010c	WP_003415251.1	6-phosphofructokinase	1 to 1	RBB	WP_000717561.1	1 to 1	RBB	NP_390797.1	1 to 1	RBB	YP_816274.1
397674934	RVBD_3011c	WP_003900613.1	glutamyl-tRNA(Gln) amidotransferase subunit A	1 to 1	RBB	WP_000027928.1	1 to 1	SSD	NP_388550.1	1 to 1	RBB	YP_815907.1
397674935	RVBD_3012c	WP_003415256.1	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	1 to 1	RBB	WP_000170163.1	1 to 1	RBB	NP_388549.1	0	N/A	
397674936	RVBD_3013	WP_003415259.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674937	RVBD_3014c	WP_003415263.1	DNA ligase	1 to 1	RBB	WP_000774565.1	1 to 1	SSD	NP_388544.1	1 to 1	RBB	YP_816476.1
397674938	RVBD_3015c	WP_003415268.1	5- methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase	0	N/A		0	N/A		0	N/A	
397674939	RVBD_3016	WP_003415270.1	lipoprotein LpqA	0	N/A		0	N/A		0	N/A	
397674940	RVBD_3017c	WP_003912054.1	ESAT-6-like protein esxQ	0	N/A		0	N/A		0	N/A	
397674942	RVBD_3018Bc	YP_006516477	PPE family protein	0	N/A		0	N/A		0	N/A	
397674941	RVBD_3018c	WP_003910691.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397674943	RVBD_3019c	WP_003415340.1	ESAT-6-like protein esxR	0	N/A		0	N/A		0	N/A	
397674944	RVBD_3020c	WP_003415342.1	ESAT-6-like protein	0	N/A		0	N/A		0	N/A	
397674945	RVBD_3021c	WP_003910692.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397674946	RVBD_3022A	WP_003415766.1	PE family protein	0	N/A		0	N/A		0	N/A	
397674947	RVBD_3023c	WP_003901078.1	transposase	0	N/A		0	N/A		0	N/A	
397674948	RVBD_3024c	WP_003415909.1	tRNA-specific 2-thiouridylase mnmA	1 to 1	RBB	WP_000066097.1	1 to 1	RBB	NP_390627.3	1 to 1	RBB	YP_815643.1
397674949	RVBD_3025c	WP_003415911.1	cysteine desulfurase	1 to 1	RBB	WP_000409167.1	1 to 2	RBB	NP_390629.2;NP_390837.1	1 to 1	RBB	YP_816455.1
397674950	RVBD_3026c	WP_003415914.1	1-acylglycerol-3-phosphate O-acyltransferase	0	N/A		0	N/A		0	N/A	
397674951	RVBD_3027c	WP_003900617.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674952	RVBD_3028c	WP_003899889.1	electron transfer flavoprotein subunit alpha	0	N/A		1 to 1	SSD	NP_390730.1	0	N/A	
397674953	RVBD_3029c	WP_003415921.1	electron transfer flavoprotein subunit beta	0	N/A		1 to 1	SSD	NP_390731.1	0	N/A	
397674954	RVBD_3030	WP_003415922.1	3-demethylubiquinone-9 3-methyltransferase	0	N/A		0	N/A		0	N/A	
397674955	RVBD_3031	WP_003899891.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674956	RVBD_3032	WP_003415928.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_390370.2	0	N/A	
397674957	RVBD_3032A	WP_003415930.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674958	RVBD_3033	WP_003415932.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674959	RVBD_3034c	WP_003415934.1	transferase	1 to 1	RBB	WP_000136500.1	1 to 1	RBB	NP_391965.1	0	N/A	
397674960	RVBD_3035	WP_031647618.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674961	RVBD_3036c	WP_003415939.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674962	RVBD_3037c	WP_003415940.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674963	RVBD_3038c	WP_003415941.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397674964	RVBD_3039c	WP_003415942.1	enoyl-CoA hydratase	0	N/A		0	N/A		0	N/A	
397674965	RVBD_3040c	WP_003415943.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674966	RVBD_3041c	WP_003901526.1	iron complex transporter ATP-binding protein	1 to 1	RBB	WP_000908177.1	1 to 1	RBB	NP_389417.2	0	N/A	
397674967	RVBD_3042c	WP_020476913.1	phosphoserine phosphatase	0	N/A		0	N/A		0	N/A	
397674968	RVBD_3043c	WP_003415946.1	cytochrome c oxidase subunit I	1 to 1	RBB	WP_001010762.1	1 to 2	RBB	NP_389373.2;NP_391695.1	0	N/A	
397674969	RVBD_3044	WP_003415959.1	iron complex transporter substrate-binding protein	1 to 3	RBB	WP_001045111.1;WP_001081351.1;WP_001214661.1	1 to 3	RBB	NP_388633.1;NP_388725.1;NP_388914.2	1 to 1	RBB	YP_817102.1
397674970	RVBD_3045	WP_003415965.1	NADP-dependent alcohol dehydrogenase C	1 to 1	RBB	WP_001200748.1	1 to 1	RBB	NP_390579.2	0	N/A	
397674971	RVBD_3046c	WP_003415968.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674972	RVBD_3047c	WP_003899894.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674973	RVBD_3048c	WP_003415973.1	ribonucleoside-diphosphate reductase subunit beta nrdF2	2 to 1	RBB	WP_000562498.1	2 to 2	RBB	NP_389621.1;NP_389886.2	2 to 1	RBB	YP_816517.1
397674974	RVBD_3049c	WP_003899895.1	oxidoreductase	0	N/A		3 to 1	RBB	NP_390541.1	0	N/A	
397674975	RVBD_3050c	WP_003415979.1	AsnC family transcriptional regulator	0	N/A		0	N/A		0	N/A	
561108363	RVBD_3051c	WP_003415980.1	ribonucleoside-diphosphate reductase subunit alpha	1 to 1	RBB	WP_000855505.1	1 to 1	RBB	NP_389620.1	1 to 1	RBB	YP_816516.1
397674977	RVBD_3052c	WP_003415981.1	protein nrdI	1 to 1	RBB	WP_000692521.1	1 to 2	RBB	NP_389619.1;NP_389889.1	1 to 1	RBB	YP_815679.1
397674979	RVBD_3053Ac	YP_006516514	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674978	RVBD_3053c	WP_003415982.1	glutaredoxin-like protein NrdH	0	N/A		0	N/A		1 to 1	RBB	YP_816515.1
397674980	RVBD_3054c	WP_031647141.1	hypothetical protein	1 to 1	RBB	WP_000677261.1	0	N/A		1 to 1	RBB	YP_816835.1
397674981	RVBD_3055	WP_003415984.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397674982	RVBD_3056	WP_003899898.1	DNA polymerase IV 2	1 to 1	RBB	WP_000140176.1	0	N/A		1 to 1	RBB	YP_815927.1
397674983	RVBD_3057c	WP_003415986.1	short-chain type alcohol dehydrogenase/reductase	0	N/A		0	N/A		0	N/A	
397674984	RVBD_3058c	WP_003415987.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397674985	RVBD_3059	WP_003899900.1	cytochrome P450 136 cyp136	0	N/A		0	N/A		0	N/A	
397674986	RVBD_3060c	WP_003415989.1	GntR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397674987	RVBD_3061c	WP_003902404.1	acyl-CoA dehydrogenase fadE22	0	N/A		0	N/A		0	N/A	
397674988	RVBD_3062	WP_003912069.1	DNA ligase I	0	N/A		0	N/A		0	N/A	
397674989	RVBD_3063	WP_003917116.1	carbon starvation protein	0	N/A		1 to 1	SSD	NP_390749.2	0	N/A	
397674990	RVBD_3064c	WP_003415994.1	SMR family small multidrug resistance protein	0	N/A		0	N/A		0	N/A	
397674991	RVBD_3065	WP_003415995.1	multidrug resistance protein mmr	0	N/A		1 to 3	RBB	NP_389611.1;NP_389612.1;NP_391237.1	0	N/A	
397674992	RVBD_3066	WP_003416005.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_389589.1	0	N/A	
397674993	RVBD_3067	WP_003416011.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674994	RVBD_3068c	WP_003899902.1	phosphoglucomutase, alpha-D-glucose phosphate-specific	0	N/A		0	N/A		0	N/A	
397674995	RVBD_3069	WP_003416045.1	crcB protein	0	N/A		0	N/A		0	N/A	
397674996	RVBD_3070	WP_003416046.1	crcB protein	0	N/A		0	N/A		1 to 1	RBB	YP_816617.1
397674997	RVBD_3071	WP_003901532.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674998	RVBD_3072c	WP_003416049.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674999	RVBD_3073c	WP_003416050.1	hypothetical protein	1 to 1	RBB	WP_000215216.1	0	N/A		0	N/A	
397675000	RVBD_3074	WP_003416051.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675001	RVBD_3075c	WP_003912070.1	citrate lyase subunit beta	0	N/A		0	N/A		0	N/A	
397675002	RVBD_3076	WP_003416053.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675003	RVBD_3077	WP_003917117.1	hydrolase	0	N/A		0	N/A		0	N/A	
397675004	RVBD_3078	WP_003416059.1	hydroxylaminobenzene mutase hab	0	N/A		0	N/A		0	N/A	
397675005	RVBD_3079c	WP_003416061.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675006	RVBD_3080c	WP_003899905.1	serine/threonine-protein kinase pknK	0	N/A		0	N/A		0	N/A	
397675007	RVBD_3081	WP_003416066.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675008	RVBD_3082c	WP_003416068.1	araC/xylS-family virulence-regulating transcriptional regulator virS	0	N/A		0	N/A		0	N/A	
397675009	RVBD_3083	WP_003899906.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397675010	RVBD_3084	WP_003901538.1	esterase/lipase	1 to 1	RBB	WP_001228162.1	0	N/A		0	N/A	
397675011	RVBD_3085	WP_003416074.1	oxidoreductase	0	N/A		2 to 1	RBB	NP_391880.2	0	N/A	
397675012	RVBD_3086	WP_003416075.1	Rxyl_3153 family oxidoreductase	0	N/A		0	N/A		0	N/A	
397675013	RVBD_3087	WP_003906978.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397675014	RVBD_3088	WP_003416079.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
