Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674051	RVBD_2167c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673214	RVBD_1369c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673987	RVBD_2106	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673619	RVBD_1756c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675114	RVBD_3185	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675329	RVBD_3380c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674382	RVBD_2479c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675429	RVBD_3475	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673628	RVBD_1764	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397672610	RVBD_0796	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675116	RVBD_3187	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674254	RVBD_2355	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
