Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397675011	RVBD_3085	WP_003416074.1	oxidoreductase	0	N/A		0	N/A		2 to 1	RBB	NP_250228.1	2 to 1	RBB	WP_003087246.1	0	N/A		2 to 1	RBB	YP_001086363	0	N/A	
397675012	RVBD_3086	WP_003416075.1	Rxyl_3153 family oxidoreductase	2 to 1	RBB	YP_005237535	2 to 1	RBB	NP_414890.1	0	N/A		0	N/A		2 to 1	RBB	NP_460586.1	0	N/A		2 to 1	RBB	YP_002385835
397675013	RVBD_3087	WP_003906978.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675014	RVBD_3088	WP_003416079.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675015	RVBD_3089	WP_003416081.1	o-succinylbenzoate--CoA ligase	0	N/A		1 to 1	RBB	NP_414579.4	1 to 1	RBB	NP_252887.1	1 to 2	RBB	WP_003137504.1;WP_003123437.1	0	N/A		0	N/A		1 to 1	RBB	YP_002385535
397675016	RVBD_3089Ac	YP_006516551	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675017	RVBD_3090	WP_003416086.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675018	RVBD_3091	WP_003900628.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675019	RVBD_3092c	WP_003416091.1	hypothetical protein	1 to 1	RBB	YP_005237958	1 to 1	RBB	NP_416467.1	1 to 1	RBB	NP_250548.1	1 to 1	RBB	WP_003088054.1	1 to 1	RBB	NP_460940.1	1 to 1	RBB	YP_001085736	1 to 1	RBB	YP_002387451
397675020	RVBD_3093c	WP_003912071.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675021	RVBD_3094c	WP_003416097.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001084893	0	N/A	
397675022	RVBD_3095	WP_003416099.1	transcriptional regulator	2 to 1	RBB	YP_005240717	2 to 1	RBB	NP_418633.4	1 to 2	SSD	NP_248806.1;NP_251403.1	1 to 2	RBB	WP_003083753.1;WP_003090577.1	2 to 1	RBB	NP_463263.1	1 to 1	RBB	YP_001085023	2 to 1	RBB	YP_002389679
397675023	RVBD_3096	WP_003899909.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675024	RVBD_3097c	WP_003912072.1	triacylglycerol lipase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108365	RVBD_3098A	WP_003416110.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675025	RVBD_3098c	YP_006516560	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675027	RVBD_3099c	WP_003416111.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675028	RVBD_3100c	WP_003416113.1	SsrA-binding protein	1 to 1	RBB	YP_005238813	1 to 1	RBB	NP_417110.1	1 to 1	Borderline-SSD	NP_253456.1	1 to 1	Borderline-SSD	WP_003100496.1	1 to 1	RBB	NP_461618.1	1 to 1	RBB	YP_001083880	1 to 1	RBB	YP_002388112
397675029	RVBD_3101c	WP_003416117.1	cell division transporter permease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675030	RVBD_3102c	WP_003416120.1	type II (General) Secretory Pathway (IISP) Family protein	1 to 1	RBB	YP_005239782	1 to 1	RBB	NP_417920.1	1 to 1	RBB	NP_249065.1	1 to 1	RBB	WP_003084505.1	1 to 1	RBB	NP_462471.1	1 to 1	RBB	YP_001084513	1 to 1	RBB	YP_002388927
397675031	RVBD_3103c	WP_003416124.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675032	RVBD_3104c	WP_003416127.1	MscS family small conductance mechanosensitive ion channel	1 to 1	RBB	YP_005236553	1 to 1	RBB	NP_415329.4	1 to 1	RBB	NP_253808.1	1 to 1	RBB	WP_003111156.1	1 to 1	RBB	NP_459804.1	0	N/A		1 to 1	RBB	YP_002386307
397675033	RVBD_3105c	WP_003416129.1	peptide chain release factor 2	1 to 1	RBB	YP_005239176	1 to 1	RBB	NP_417367.1	1 to 1	Borderline-SSD	YP_003933612	1 to 1	Borderline-SSD	WP_003092527.1	1 to 1	RBB	NP_461957.2	1 to 1	RBB	YP_001086307	1 to 1	RBB	YP_002388352
397675034	RVBD_3106	WP_003900632.1	NADPH-ferredoxin reductase fprA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675035	RVBD_3107c	WP_003899914.1	alkyl-dihydroxyacetonephosphate synthase	0	N/A		2 to 1	RBB	YP_026183.1	0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_002388233
397675036	RVBD_3108	WP_031647143.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675037	RVBD_3109	WP_003900633.1	molybdenum cofactor biosynthesis protein A 1	2 to 1	SSD	YP_005236523	2 to 1	RBB	NP_415302.1	1 to 2	RBB	NP_250196.1;NP_252559.1	1 to 2	RBB	WP_003092949.1;WP_003110703.1	2 to 1	RBB	NP_459780.1	2 to 1	RBB	YP_001085028	2 to 1	RBB	YP_002386277
397675038	RVBD_3110	WP_003416149.1	4a-hydroxytetrahydrobiopterin dehydratase	0	N/A		0	N/A		1 to 1	RBB	NP_249562.1	1 to 1	RBB	WP_003085898.1	0	N/A		0	N/A		0	N/A	
397675039	RVBD_3111	WP_003899917.1	molybdenum cofactor biosynthesis protein C 1	2 to 1	RBB	YP_005236525	2 to 1	RBB	NP_415304.1	2 to 1	RBB	NP_252607.1	2 to 1	RBB	WP_003093030.1	2 to 1	RBB	NP_459782.1	0	N/A		2 to 1	RBB	YP_002386279
397675040	RVBD_3112	WP_003899918.1	molybdopterin converting factor subunit 1	0	N/A		1 to 1	RBB	NP_415305.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386280
397675041	RVBD_3113	WP_003912074.1	HAD hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675042	RVBD_3114	WP_003906986.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675043	RVBD_3115	WP_003901078.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675044	RVBD_3116	WP_003899922.1	molybdopterin biosynthesis protein MoeB	1 to 2	RBB	YP_005236580;YP_005240444	2 to 1	RBB	NP_415347.1	2 to 1	RBB	NP_250793.1	2 to 1	RBB	WP_003141626.1	1 to 2	RBB	NP_459822.1;NP_463031.1	2 to 1	Non-SSD	YP_001085175	1 to 1	RBB	YP_002386325
397675045	RVBD_3117	WP_003404293.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		3 to 1	RBB	NP_253643.1	3 to 1	RBB	WP_003095676.1	0	N/A		3 to 1	RBB	YP_001086370	0	N/A	
397675046	RVBD_3118	WP_003404278.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675047	RVBD_3119	WP_003899923.1	molybdopterin synthase catalytic subunit	2 to 1	SSD	YP_005236527	2 to 1	RBB	NP_415306.1	2 to 1	RBB	NP_252605.1	2 to 1	RBB	WP_003093025.1	2 to 1	SSD	NP_459784.1	3 to 1	RBB	YP_001085026	2 to 1	RBB	YP_002386281
397675048	RVBD_3120	WP_003899924.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675049	RVBD_3121	WP_003917126.1	cytochrome P450 141 cyp141	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675050	RVBD_3122	WP_003900634.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675051	RVBD_3123	WP_003901547.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675052	RVBD_3124	WP_003900636.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675053	RVBD_3125c	WP_003899929.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675054	RVBD_3126c	WP_003899930.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675055	RVBD_3127	WP_003416354.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675056	RVBD_3129	WP_003416360.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675057	RVBD_3130c	WP_003899932.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675058	RVBD_3131	WP_003416362.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675059	RVBD_3132c	WP_003899933.1	redox sensor histidine kinase response regulator devS	1 to 2	RBB	YP_005237695;YP_005238570	2 to 2	RBB	NP_415740.1;NP_416964.1	1 to 1	RBB	NP_250669.1	1 to 1	RBB	WP_003139766.1	1 to 2	RBB	NP_460722.1;NP_461415.1	0	N/A		2 to 2	RBB	YP_002386690;YP_002387905
397675060	RVBD_3133c	WP_003416369.1	transcriptional regulatory protein devR (dosR)	1 to 1	RBB	YP_005240048	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_462689.1	1 to 2	RBB	YP_001083313;YP_001086295	0	N/A	
397675061	RVBD_3134c	WP_003416373.1	universal stress protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675062	RVBD_3135	WP_003906988.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675063	RVBD_3136	WP_003416381.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675064	RVBD_3136Ac	YP_006516599	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675065	RVBD_3137	WP_003917127.1	histidinol-phosphatase	1 to 1	RBB	YP_005240720	0	N/A		1 to 1	RBB	NP_253862.1	1 to 1	RBB	WP_003100038.1	1 to 1	RBB	NP_463265.1	0	N/A		0	N/A	
397675066	RVBD_3138	WP_003899934.1	pyruvate formate lyase activating enzyme	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675067	RVBD_3139	WP_003900638.1	acyl-CoA dehydrogenase fadE24	0	N/A		0	N/A		1 to 1	RBB	NP_253682.1	1 to 1	RBB	WP_003109891.1	0	N/A		1 to 1	RBB	YP_001084672	0	N/A	
397675068	RVBD_3140	WP_003899936.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		1 to 1	RBB	NP_253681.1	1 to 1	RBB	WP_003095742.1	0	N/A		1 to 1	RBB	YP_001084671	0	N/A	
397675069	RVBD_3141	WP_003416403.1	NADPH2:quinone reductase	0	N/A		0	N/A		2 to 1	RBB	NP_253921.1	2 to 1	RBB	WP_003096329.1	0	N/A		0	N/A		0	N/A	
397675070	RVBD_3142c	WP_003416407.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675071	RVBD_3143	WP_003416410.1	response regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675072	RVBD_3144c	WP_003913805.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675073	RVBD_3145	WP_003416417.1	NADH-quinone oxidoreductase subunit A	1 to 1	Borderline-SSD	YP_005238404	1 to 1	RBB	NP_416791.3	1 to 2	RBB	NP_250574.1;NP_251327.1	1 to 2	RBB	WP_003090452.1;WP_003088123.1	1 to 1	Borderline-SSD	NP_461270.1	1 to 1	SSD	YP_001083794	1 to 1	RBB	YP_002387757
397675074	RVBD_3146	WP_003416420.1	NADH-quinone oxidoreductase subunit B	1 to 1	SSD	YP_005238403	1 to 1	RBB	NP_416790.1	1 to 1	RBB	NP_251328.1	1 to 1	RBB	WP_003090455.1	1 to 1	SSD	NP_461269.1	1 to 1	SSD	YP_001083795	1 to 1	RBB	YP_002387756
397675075	RVBD_3147	WP_003416425.1	NADH-quinone oxidoreductase subunit C	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675076	RVBD_3148	WP_003416430.1	NADH-quinone oxidoreductase subunit D	1 to 1	SSD	YP_005238402	1 to 1	RBB	NP_416789.2	1 to 1	RBB	NP_251329.1	1 to 1	RBB	WP_003090458.1	1 to 1	SSD	NP_461268.1	1 to 1	SSD	YP_001083796	1 to 1	RBB	YP_002387755
397675077	RVBD_3149	WP_003416434.1	NADH-quinone oxidoreductase subunit E	1 to 1	RBB	YP_005238401	1 to 1	RBB	NP_416788.1	1 to 1	SSD	NP_251330.1	1 to 1	SSD	WP_003090460.1	1 to 1	SSD	NP_461267.1	1 to 1	RBB	YP_001083797	1 to 1	RBB	YP_002387754
397675078	RVBD_3150	WP_003416439.1	NADH-quinone oxidoreductase subunit F	1 to 1	RBB	YP_005238400	1 to 1	RBB	NP_416787.1	1 to 1	SSD	NP_251331.1	1 to 1	SSD	YP_790553.1	1 to 1	SSD	NP_461266.1	1 to 1	RBB	YP_001083798	1 to 1	RBB	YP_002387753
397675079	RVBD_3151	WP_003916519.1	NADH-quinone oxidoreductase subunit G	1 to 1	RBB	YP_005238399	1 to 1	RBB	NP_416786.4	1 to 1	SSD	NP_251332.1	1 to 1	SSD	WP_003138932.1	1 to 1	SSD	NP_461265.2	1 to 1	RBB	YP_001083799	1 to 1	RBB	YP_002387752
397675080	RVBD_3152	WP_003416445.1	NADH-quinone oxidoreductase subunit H	1 to 1	SSD	YP_005238398	1 to 1	RBB	NP_416785.1	1 to 1	RBB	NP_251333.1	1 to 1	RBB	WP_003090465.1	1 to 1	SSD	NP_461264.1	1 to 1	SSD	YP_001083800	1 to 1	RBB	YP_002387751
397675081	RVBD_3153	WP_031647147.1	NADH-quinone oxidoreductase subunit I	1 to 1	SSD	YP_005238397	1 to 1	RBB	NP_416784.1	1 to 1	RBB	NP_251334.1	1 to 1	RBB	WP_003090467.1	1 to 1	RBB	NP_461263.1	1 to 1	SSD	YP_001083801	1 to 1	RBB	YP_002387750
397675082	RVBD_3154	WP_003416449.1	NADH dehydrogenase I subunit J	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675083	RVBD_3155	WP_003416452.1	NADH-quinone oxidoreductase subunit K	1 to 1	SSD	YP_005238395	1 to 1	RBB	NP_416782.1	1 to 1	RBB	NP_251336.1	1 to 1	RBB	WP_003090475.1	1 to 1	SSD	NP_461261.1	1 to 1	RBB	YP_001083803	1 to 1	RBB	YP_002387748
397675084	RVBD_3156	WP_003900642.1	NADH-quinone oxidoreductase subunit L	1 to 1	SSD	YP_005238394	1 to 1	RBB	NP_416781.1	1 to 1	RBB	NP_251337.1	1 to 1	RBB	WP_003138929.1	1 to 1	SSD	NP_461260.1	1 to 1	SSD	YP_001083804	1 to 1	RBB	YP_002387747
397675085	RVBD_3157	WP_003900643.1	NADH-quinone oxidoreductase subunit M	1 to 1	SSD	YP_005238393	1 to 1	RBB	NP_416780.1	1 to 1	RBB	NP_251338.1	1 to 1	RBB	WP_003090479.1	1 to 1	SSD	NP_461259.1	1 to 1	SSD	YP_001083805	1 to 1	RBB	YP_002387746
397675086	RVBD_3158	WP_003900644.1	NADH-quinone oxidoreductase subunit N	1 to 1	SSD	YP_005238392	1 to 1	RBB	NP_416779.2	1 to 1	RBB	NP_251339.1	1 to 1	RBB	WP_003090482.1	1 to 1	SSD	NP_461258.2	1 to 1	SSD	YP_001083806	1 to 1	RBB	YP_002387745
397675087	RVBD_3159c	WP_003906993.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675088	RVBD_3160c	WP_003416573.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675089	RVBD_3161c	WP_003900647.1	oxidoreductase	0	N/A		1 to 1	RBB	NP_416316.1	1 to 2	RBB	NP_251202.1;NP_254097.1	1 to 2	RBB	WP_003139109.1;WP_003142076.1	0	N/A		1 to 2	RBB	YP_001084247;YP_001084890	1 to 1	RBB	YP_002387287
397675090	RVBD_3162c	WP_003900648.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675091	RVBD_3163c	WP_003416584.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675092	RVBD_3164c	WP_003416588.1	MoxR-like ATPase	2 to 1	RBB	YP_005240148	2 to 1	RBB	NP_418202.4	2 to 1	RBB	NP_253012.1	2 to 1	RBB	WP_003141222.1	2 to 1	RBB	NP_462778.1	0	N/A		2 to 1	RBB	YP_002389231
397675093	RVBD_3165c	WP_003416593.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675094	RVBD_3166c	WP_003900649.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675095	RVBD_3167c	WP_003416599.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675096	RVBD_3168	WP_003900650.1	hypothetical protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_031632496.1	0	N/A		0	N/A		0	N/A	
397675097	RVBD_3169	WP_031647150.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675098	RVBD_3170	WP_003416607.1	monoamine oxidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675099	RVBD_3171c	WP_010924623.1	peroxiredoxin	1 to 1	RBB	YP_005236413	1 to 1	RBB	NP_415212.1	0	N/A		0	N/A		1 to 1	RBB	NP_459681.1	0	N/A		1 to 1	RBB	YP_002386133
397675100	RVBD_3172c	WP_003917749.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675101	RVBD_3173c	WP_003416617.1	TetR/AcrR family transcriptional regulator	0	N/A		4 to 1	RBB	NP_415533.1	1 to 1	RBB	NP_251724.1	1 to 1	RBB	WP_003138570.1	0	N/A		1 to 1	RBB	YP_001083603	4 to 1	RBB	YP_002386515
397675102	RVBD_3174	WP_003900652.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675103	RVBD_3175	WP_003416624.1	amidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675104	RVBD_3176c	WP_003416627.1	microsomal epoxide hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675105	RVBD_3177	WP_003416628.1	peroxiredoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001084862	0	N/A	
397675106	RVBD_3178	WP_003416632.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675107	RVBD_3178A	YP_006516642	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675108	RVBD_3179	WP_003416640.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675109	RVBD_3180c	WP_003899952.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675110	RVBD_3181c	WP_003899953.1	prevent-host-death family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675111	RVBD_3182	WP_003899954.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675112	RVBD_3183	WP_003899955.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675113	RVBD_3184	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397675114	RVBD_3185	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397675115	RVBD_3186	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397675116	RVBD_3187	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397675117	RVBD_3188	WP_003899956.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675118	RVBD_3189	WP_003899957.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675120	RVBD_3190A	WP_003416778.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675121	RVBD_3190B	YP_006516656	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675119	RVBD_3190c	WP_003912135.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675122	RVBD_3191c	WP_003416786.1	transposase	0	N/A		1 to 3	RBB	NP_414790.1;NP_415922.1;NP_418704.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675123	RVBD_3192	WP_003416793.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675124	RVBD_3192A	YP_006516659	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675125	RVBD_3193c	WP_003899961.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675126	RVBD_3194c	WP_003416799.1	PDZ domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675127	RVBD_3195	WP_003912138.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675128	RVBD_3196	WP_021082912.1	bacteriocin biosynthesis cyclodehydratase domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675129	RVBD_3196A	WP_015456486.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675130	RVBD_3197	WP_003416815.1	ABC transporter ATP-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	YP_001083453;YP_001084673	0	N/A	
397675131	RVBD_3197A	WP_003899963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675133	RVBD_3198A	WP_003416827.1	glutaredoxin-like protein	0	N/A		1 to 1	RBB	NP_418067.1	1 to 1	RBB	NP_253816.1	1 to 1	RBB	WP_003096057.1	0	N/A		1 to 1	RBB	YP_001083584	1 to 1	RBB	YP_002389088
397675132	RVBD_3198c	WP_003912141.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675134	RVBD_3199c	WP_003899965.1	NADH pyrophosphatase	1 to 1	SSD	YP_005240448	1 to 1	RBB	YP_026280.1	1 to 1	RBB	NP_250514.1	1 to 1	RBB	WP_003139928.1	1 to 1	RBB	NP_463035.1	1 to 1	RBB	YP_001084086	1 to 1	RBB	YP_002389465
397675135	RVBD_3200c	WP_003899966.1	NAD+ diphosphatase	1 to 2	RBB	YP_005235737;YP_005239648	1 to 1	RBB	NP_415766.1	1 to 1	RBB	NP_249898.1	1 to 1	RBB	WP_003086638.1	1 to 2	RBB	NP_459091.1;NP_462361.1	0	N/A		1 to 1	RBB	YP_002386715
397675136	RVBD_3201c	WP_003416833.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675138	RVBD_3202A	WP_003907005.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675137	RVBD_3202c	WP_003899967.1	ATP-dependent DNA helicase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675139	RVBD_3203	WP_003899968.1	lipase lipV	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
